sina_code,name,tag,amount,today_pct,turnover,open_pct,price,risk_level,risk_msg,trigger_next,risk_rule,deviation_val_10d,deviation_val_30d,call_auction_ratio,last_amount,limit_up_type,pct_10,link_dragon,vol,vol_prev,vol_ratio,code
sz300223,北京君正,★人气/成交,4530000000.0,1.04,9.06,2.08,118.97,🟢 Safe,-,-,,0.0,0.0,0,4114000000.0,0,4.3,,0,0,0,300223
sz002179,中航光电,★人气/成交,4482000000.0,4.35,5.29,2.78,40.58,🟢 Safe,-,-,,0.0,0.0,0,4877000000.0,0,16.31,,0,0,0,002179
sz300229,拓尔思,★人气/成交/1板/[换手板]/AI/智能体,4455000000.0,20.02,20.27,4.45,26.44,🟢 Safe,-,-,,0.0,0.0,0,1896000000.0,0,40.64,,0,0,0,300229
sz300459,汤姆猫,★人气/成交,4425000000.0,9.26,23.22,2.41,5.9,🟢 Safe,-,-,,0.0,0.0,0,2938000000.0,0,31.99,,0,0,0,300459
sz300857,协创数据,★人气/成交,4423000000.0,5.13,7.09,1.27,189.97,🟢 Safe,-,-,,0.0,0.0,0,3213000000.0000005,0,34.54,,0,0,0,300857
sz002402,和而泰,★人气/成交,4419000000.0,6.51,12.96,1.07,42.68,🟢 Safe,-,-,,0.0,0.0,0,2507000000.0,0,8.77,,0,0,0,002402
sh601399,国机重装,★人气/成交,4417000000.0,3.22,9.58,0.32,6.41,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,24.71,,0,0,0,601399
sz300496,中科创达,★人气/成交/首板/[换手板],4409000000.0,13.47,14.88,2.18,85.01,🟢 Safe,-,-,,0.0,0.0,0,2241000000.0,0,28.03,,0,0,0,300496
sh603259,药明康德,★人气/成交,4386000000.0,-0.4,1.8,0.93,98.68,🟢 Safe,-,-,,0.0,0.0,0,5039000000.0,0,7.33,,0,0,0,603259
sh600775,南京熊猫,F佬/南京熊猫(脑机/商业航天)/★人气/成交/首板/👀焚诀预期/炸板/[换手板],4371000000.0,7.24,33.91,-0.33,19.54,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,61.62,,0,0,0,600775
sz300503,昊志机电,★人气/成交,4366000000.0,6.72,26.32,-2.54,69.27,🟢 Safe,-,-,,0.0,0.0,0,4541000000.0,0,59.53,,0,0,0,300503
sz002709,天赐材料,★人气/成交,4341000000.0,-1.13,6.56,0.43,43.89,🟢 Safe,-,-,,0.0,0.0,0,3344000000.0,0,2.0,,0,0,0,002709
sz002466,天齐锂业,★人气/成交,4265999999.9999995,4.55,4.74,3.7,61.3,🟢 Safe,-,-,,0.0,0.0,0,3254999999.9999995,0,10.39,,0,0,0,002466
sz300751,迈为股份,★人气/成交/首板/[换手板],4214000000.0,13.38,9.36,6.99,233.73,🟢 Safe,-,-,,0.0,0.0,0,5423000000.0,0,33.59,,0,0,0,300751
sz002025,航天电器,★人气/成交/航天,4208000000.0,7.57,13.52,1.46,70.74,🟢 Safe,-,-,,0.0,0.0,0,5267000000.0,0,47.78,,0,0,0,002025
sz300124,汇川技术,★人气/成交,4202000000.0000005,3.26,2.21,1.07,80.85,🟢 Safe,-,-,,0.0,0.0,0,2588000000.0,0,9.75,,0,0,0,300124
sz000792,盐湖股份,★人气/成交,4144000000.0,2.17,2.44,4.22,31.96,🟢 Safe,-,-,,0.0,0.0,0,3227000000.0000005,0,13.49,,0,0,0,000792
sz000426,兴业银锡,★人气/成交,4126000000.0,7.4,5.21,5.23,45.4,🟢 Safe,-,-,,0.0,0.0,0,2961000000.0,0,29.83,,0,0,0,000426
sz002594,比亚迪,★人气/成交,4125000000.0,0.47,1.22,0.0,97.47,🟢 Safe,-,-,,0.0,0.0,0,3413000000.0000005,0,2.77,,0,0,0,002594
sh601727,上海电气,★人气/成交,4121000000.0,1.94,3.46,0.22,9.48,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,10.1,,0,0,0,601727
sz000333,美的集团,★人气/成交,4117000000.0,-1.44,0.77,0.01,78.62,🟢 Safe,-,-,,0.0,0.0,0,2719000000.0,0,0.04,,0,0,0,000333
sh600839,四川长虹,★人气/成交/1板/[换手板]/AI/智能体/卫星,3997999999.9999995,9.96,8.7,0.0,10.38,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,14.19,,0,0,0,600839
sz300638,广和通,★人气/成交/首板/[换手板],3972999999.9999995,16.54,22.25,2.46,36.0,🟢 Safe,-,-,,0.0,0.0,0,1894000000.0000002,0,28.89,,0,0,0,300638
sz000725,京东方Ａ,★人气/成交,3881000000.0,1.13,2.39,0.91,4.46,🟢 Safe,-,-,,0.0,0.0,0,4769000000.0,0,9.85,,0,0,0,000725
sz300377,赢时胜,★人气/成交/首板/[换手板],3859000000.0000005,10.96,23.43,0.63,24.81,🟢 Safe,-,-,,0.0,0.0,0,1855000000.0,0,4.51,,0,0,0,300377
sz002389,航天彩虹,★人气/成交/🔥A大焚诀/爆量/航天,3859000000.0000005,6.35,13.67,3.94,29.15,🟢 Safe,-,-,,0.0,0.0,0,3800000000.0,0,21.46,,0,0,0,002389
sh603601,再升科技,F佬/再升科技(核电/即将出狱)/★人气/成交,3847999999.9999995,8.36,25.14,-0.67,14.64,中高,177.49%,次日 +7.92%,30日偏离值200%,0.0,177.49,0,0.0,0,20.69,,0,0,0,603601
sz301171,易点天下,F佬/BRTV张硕/易点天下(AI智能体)/🐉龙虎榜/💰北向/3日(4.5亿)/💰机构/3日(1.5亿)/💰拉萨天团(🔒)/🏃机构/3日(1.5亿)/🏃北向/3日(3.6亿)/★人气/成交/2板/[一字],3845000000.0000005,20.0,16.2,13.87,63.23,🟢 Safe,-,-,,0.0,0.0,0,6137000000.0,0,78.26,,0,0,0,301171
sz300748,金力永磁,★人气/成交,3828000000.0,1.8,8.92,2.38,38.48,🟢 Safe,-,-,,0.0,0.0,0,4211999999.9999995,0,10.89,,0,0,0,300748
sz300900,广联航空,🐉龙虎榜/💰机构/3日(2690万)/💰拉萨天团/3日(5045万)/💰北向/3日(8566万)/🏃机构/3日(633万)/🏃拉萨天团/3日(4927万)/🏃北向/3日(1.6亿)/★人气/成交,3820000000.0000005,6.94,39.14,0.67,44.4,🟢 Safe,-,-,,0.0,0.0,0,3711999999.9999995,0,42.26,,0,0,0,300900
sz300738,奥飞数据,★人气/成交,3819000000.0,4.64,16.45,2.14,23.91,🟢 Safe,-,-,,0.0,0.0,0,3574000000.0,0,29.59,,0,0,0,300738
sz002281,光迅科技,★人气/成交,3801000000.0,4.34,6.51,1.57,75.32,🟢 Safe,-,-,,0.0,0.0,0,3486000000.0,0,6.56,,0,0,0,002281
sh600183,生益科技,★人气/成交,3792000000.0,-3.61,2.33,-1.73,68.07,🟢 Safe,-,-,,0.0,0.0,0,3002000000.0,0,-3.69,,0,0,0,600183
sz300520,科大国创,★人气/成交/1板/[换手板]/AI/航天,3786000000.0,20.01,30.76,1.19,48.52,🟢 Safe,-,-,,0.0,0.0,0,1630999999.9999998,0,30.96,,0,0,0,300520
sh688110,东芯股份,★人气/成交,3784000000.0000005,-3.99,7.02,-2.72,122.38,🟢 Safe,-,-,,0.0,0.0,0,3243000000.0,0,3.48,,0,0,0,688110
sz000831,中国稀土,★人气/成交,3778000000.0,3.96,6.68,1.92,54.1,🟢 Safe,-,-,,0.0,0.0,0,3074000000.0,0,16.39,,0,0,0,000831
sh600362,江西铜业,★人气/成交,3778000000.0,-0.85,3.24,1.35,56.02,🟢 Safe,-,-,,0.0,0.0,0,4135000000.0,0,27.55,,0,0,0,600362
sz301005,超捷股份,★人气/成交/首板/[换手板],3772000000.0,11.37,14.9,2.37,197.99,🟢 Safe,-,-,,0.0,0.0,0,3665999999.9999995,0,46.74,,0,0,0,301005
sz300624,万兴科技,★人气/成交/1板/[换手板]/AI,3739000000.0,20.0,23.85,3.85,99.06,🟢 Safe,-,-,,0.0,0.0,0,2270000000.0,0,46.73,,0,0,0,300624
sz300342,天银机电,🐉龙虎榜/💰北向/3日(6.8亿)/💰机构/3日(1.3亿)/🏃机构/3日(9617万)/🏃北向/3日(6.5亿)/★人气/成交/1板/[换手板]/航天,3729999999.9999995,20.0,19.81,4.27,47.16,🟢 Safe,-,-,,0.0,0.0,0,4785000000.0,0,46.6,,0,0,0,300342
sz300053,航宇微,★人气/成交/首板/[换手板],3715999999.9999995,11.19,24.21,4.1,24.15,🟢 Safe,-,-,,0.0,0.0,0,4018000000.0,0,35.29,,0,0,0,300053
sz300620,光库科技,★人气/成交,3710000000.0,3.1,9.83,-0.63,157.7,🟢 Safe,-,-,,0.0,0.0,0,2668000000.0,0,0.66,,0,0,0,300620
sh600673,东阳光,★人气/成交,3709000000.0000005,1.32,4.09,1.93,29.91,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,31.76,,0,0,0,600673
sh601689,拓普集团,★人气/成交,3708000000.0,-1.69,2.88,0.81,74.08,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,3.13,,0,0,0,601689
sz002407,多氟多,★人气/成交,3703000000.0,-0.85,10.46,1.28,32.65,🟢 Safe,-,-,,0.0,0.0,0,2843000000.0,0,-4.31,,0,0,0,002407
sz300383,光环新网,F佬/BRTV刘方/光环新网(算力)/★人气/成交,3699000000.0,5.02,13.07,3.5,15.89,🟢 Safe,-,-,,0.0,0.0,0,2864000000.0,0,27.84,,0,0,0,300383
sz002415,海康威视,★人气/成交,3693000000.0,4.56,1.3,0.79,31.64,🟢 Safe,-,-,,0.0,0.0,0,1405000000.0,0,6.78,,0,0,0,002415
sh603011,合锻智能,★人气/成交/首板/👀焚诀预期/炸板/[换手板],3675000000.0,8.26,25.05,2.51,31.05,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,35.41,,0,0,0,603011
sh601606,长城军工,★人气/成交/军工,3669000000.0,-1.33,9.94,-0.13,51.28,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,6.83,,0,0,0,601606
sh600570,恒生电子,★人气/成交,3658000000.0,6.91,5.89,1.41,33.42,🟢 Safe,-,-,,0.0,0.0,0,1483000000.0,0,11.07,,0,0,0,600570
sh600693,东百集团,F佬/东百集团(消费/日内避险/尾盘异动)/★人气/成交,3638000000.0000005,7.25,21.06,-1.48,21.01,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,0.48,,0,0,0,600693
sh600549,厦门钨业,★人气/成交,3621000000.0,1.72,4.8,3.76,49.02,🟢 Safe,-,-,,0.0,0.0,0,3308000000.0,0,21.88,,0,0,0,600549
sh688568,中科星图,★人气/成交/1板/[换手板]/航天/低空,3610000000.0,20.0,5.96,4.52,79.09,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,52.21,,0,0,0,688568
sz300699,光威复材,★人气/成交,3603000000.0,8.68,9.67,3.6,46.47,🟢 Safe,-,-,,0.0,0.0,0,3940999999.9999995,0,44.5,,0,0,0,300699
sz300454,深信服,★人气/成交/首板/[换手板],3602000000.0000005,13.94,9.0,4.87,152.0,🟢 Safe,-,-,,0.0,0.0,0,1613000000.0,0,37.27,,0,0,0,300454
sh688498,源杰科技,★人气/成交,3584000000.0000005,-5.98,5.96,-2.93,707.0,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,4.28,,0,0,0,688498
sz002335,科华数据,★人气/成交,3572999999.9999995,-0.41,11.91,0.9,66.13,🟢 Safe,-,-,,0.0,0.0,0,3526000000.0,0,16.84,,0,0,0,002335
sz001208,华菱线缆,🐉龙虎榜/💰北向(7626万)/💰拉萨天团(1.1亿)/💰机构(🔒)/🏃北向(4655万)/🏃拉萨天团(9964万)/★人气/成交/🔥A大焚诀,3556000000.0,7.07,44.46,0.86,31.05,🟢 Safe,-,-,,0.0,0.0,0,4438000000.0,0,34.07,,0,0,0,001208
sh600050,中国联通,★人气/成交,3545000000.0000005,1.29,2.1,0.0,5.49,🟢 Safe,-,-,,0.0,0.0,0,3521000000.0,0,6.81,,0,0,0,600050
sz002222,福晶科技,★人气/成交,3506000000.0,3.9,10.16,4.02,72.12,🟢 Safe,-,-,,0.0,0.0,0,2737000000.0,0,22.07,,0,0,0,002222
sz300129,泰胜风能,★人气/成交/首板/[换手板],3500000000.0,10.68,28.68,6.12,17.0,🟢 Safe,-,-,,0.0,0.0,0,3965999999.9999995,0,71.54,,0,0,0,300129
sh600150,中国船舶,★人气/成交,3495000000.0000005,1.03,1.29,0.06,36.14,🟢 Safe,-,-,,0.0,0.0,0,3559000000.0000005,0,6.8,,0,0,0,600150
sz002163,海南发展,★人气/成交,3486999999.9999995,0.4,21.52,0.35,20.01,🟢 Safe,-,-,,0.0,0.0,0,2518000000.0,0,-3.24,,0,0,0,002163
sz000987,越秀资本,★人气/成交/首板/👀焚诀预期/炸板/[换手板],3465000000.0,7.01,6.4,5.63,10.84,🟢 Safe,-,-,,0.0,0.0,0,1013000000.0000001,0,41.33,,0,0,0,000987
sz300322,硕贝德,★人气/成交,3445000000.0000005,5.62,23.8,2.16,33.29,🟢 Safe,-,-,,0.0,0.0,0,3653000000.0,0,29.08,,0,0,0,300322
sz002865,钧达股份,★人气/成交/🔥A大焚诀,3433000000.0,3.04,20.77,1.6,72.81,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,45.97,,0,0,0,002865
sz301236,软通动力,★人气/成交,3415999999.9999995,9.0,8.22,1.38,54.39,🟢 Safe,-,-,,0.0,0.0,0,1232000000.0,0,16.44,,0,0,0,301236
sz300455,航天智装,★人气/成交/首板/[换手板]/航天,3407000000.0,14.05,12.68,3.04,40.1,🟢 Safe,-,-,,0.0,0.0,0,3558000000.0,0,36.35,,0,0,0,300455
sh601688,华泰证券,★人气/成交,3395000000.0000005,-0.17,1.96,-0.29,23.91,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,0.97,,0,0,0,601688
sh688102,斯瑞新材,★人气/成交/首板/[换手板],3386999999.9999995,16.19,8.92,2.95,54.39,🟢 Safe,-,-,,0.0,0.0,0,3059000000.0,0,40.98,,0,0,0,688102
sz002171,楚江新材,★人气/成交/1板/[换手板]/航天,3386000000.0,9.99,13.88,1.97,15.64,🟢 Safe,-,-,,0.0,0.0,0,2631000000.0,0,20.31,,0,0,0,002171
sh600363,联创光电,★人气/成交,3384000000.0000005,4.75,10.03,2.26,76.81,🟢 Safe,-,-,,0.0,0.0,0,2317000000.0,0,32.23,,0,0,0,600363
sz002366,融发核电,★人气/成交,3361999999.9999995,5.01,28.82,-0.57,9.23,🟢 Safe,-,-,,0.0,0.0,0,3577000000.0000005,0,23.89,,0,0,0,002366
sh601929,吉视传媒,★人气/成交,3357000000.0,6.06,22.99,8.08,4.2,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,25.0,,0,0,0,601929
sz300548,长芯博创,★人气/成交,3343000000.0,-1.36,9.51,-1.23,131.88,🟢 Safe,-,-,,0.0,0.0,0,3270000000.0000005,0,-10.83,,0,0,0,300548
sz002400,省广集团,★人气/成交/2板/[换手板]/AI,3335000000.0,10.03,17.21,5.21,11.41,🟢 Safe,-,-,,0.0,0.0,0,4409000000.0,0,39.15,,0,0,0,002400
sh603501,豪威集团,★人气/成交,3289000000.0,1.54,2.05,0.01,133.55,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,5.05,,0,0,0,603501
sh600893,航发动力,★人气/成交,3236000000.0,2.21,2.72,1.21,44.94,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,8.71,,0,0,0,600893
sz000938,紫光股份,★人气/成交,3215000000.0,4.21,4.2,1.31,27.0,🟢 Safe,-,-,,0.0,0.0,0,1734000000.0,0,9.62,,0,0,0,000938
sz300378,鼎捷数智,★人气/成交/首板/[换手板],3198000000.0,16.78,20.08,1.94,62.69,🟢 Safe,-,-,,0.0,0.0,0,2253000000.0,0,46.71,,0,0,0,300378
sz000021,深科技,★人气/成交,3183000000.0,2.65,7.39,0.41,27.5,🟢 Safe,-,-,,0.0,0.0,0,2683000000.0,0,10.89,,0,0,0,000021
sz000859,国风新材,★人气/成交,3182000000.0,2.12,26.28,0.0,13.5,🟢 Safe,-,-,,0.0,0.0,0,3540999999.9999995,0,16.78,,0,0,0,000859
sz002364,中恒电气,★人气/成交/🔥A大焚诀/爆量,3180000000.0,4.27,16.99,5.15,32.97,🟢 Safe,-,-,,0.0,0.0,0,2808000000.0,0,22.07,,0,0,0,002364
sz301050,雷电微力,★人气/成交/首板/[换手板],3173000000.0,13.81,22.05,4.22,71.2,🟢 Safe,-,-,,0.0,0.0,0,2631000000.0,0,40.68,,0,0,0,301050
sz002414,高德红外,★人气/成交,3161000000.0,3.45,5.56,0.86,16.79,🟢 Safe,-,-,,0.0,0.0,0,2215000000.0,0,10.53,,0,0,0,002414
sz300251,光线传媒,★人气/成交,3151000000.0,8.03,6.17,1.5,18.7,🟢 Safe,-,-,,0.0,0.0,0,1223000000.0,0,16.01,,0,0,0,300251
sh688525,佰维存储,★人气/成交/存储,3135000000.0,2.85,5.3,2.0,129.76,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,17.39,,0,0,0,688525
sh688777,中控技术,★人气/成交,3132000000.0,7.33,7.01,3.56,57.57,🟢 Safe,-,-,,0.0,0.0,0,1190000000.0,0,18.02,,0,0,0,688777
sz300757,罗博特科,★人气/成交,3115000000.0,-0.97,7.11,2.38,287.0,🟢 Safe,-,-,,0.0,0.0,0,3325000000.0,0,15.81,,0,0,0,300757
sz300337,银邦股份,★人气/成交/首板/[换手板],3107000000.0,13.64,22.01,1.83,21.16,🟢 Safe,-,-,,0.0,0.0,0,2992000000.0,0,56.51,,0,0,0,300337
sh600266,城建发展,★人气/成交/首板/👀焚诀预期/炸板/[换手板],3092000000.0,4.84,21.08,0.59,7.15,🟢 Safe,-,-,,0.0,0.0,0,2953000000.0,0,58.54,,0,0,0,600266
sz002703,浙江世宝,★人气/成交,3091000000.0,3.28,20.36,-0.04,26.14,🟢 Safe,-,-,,0.0,0.0,0,3428000000.0,0,23.19,,0,0,0,002703
sh603893,瑞芯微,★人气/成交,3087000000.0,5.1,3.8,0.15,197.0,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,10.2,,0,0,0,603893
sh600501,航天晨光,★人气/成交/航天,3081000000.0,5.33,19.01,-0.25,38.54,🟢 Safe,-,-,,0.0,0.0,0,3585000000.0,0,47.32,,0,0,0,600501
sz000768,中航西飞,★人气/成交,3061000000.0,2.04,3.61,0.63,30.58,🟢 Safe,-,-,,0.0,0.0,0,3758000000.0,0,21.06,,0,0,0,000768
sz002130,沃尔核材,★人气/成交,3021000000.0,1.04,9.47,0.32,28.26,🟢 Safe,-,-,,0.0,0.0,0,2173000000.0,0,5.02,,0,0,0,002130
sz300285,国瓷材料,★人气/成交,2996000000.0,7.02,10.1,2.86,36.26,🟢 Safe,-,-,,0.0,0.0,0,2582000000.0,0,27.36,,0,0,0,300285
sz002177,御银股份,🐉龙虎榜/💰机构(4285万)/💰六一中路(5107万)/💰北向(6054万)/🏃六一中路(1697万)/🏃机构(3366万)/🏃北向(7349万)/★人气/成交/🔥A大焚诀/爆量/首板/👀焚诀预期/炸板/[换手板],2995000000.0,5.98,45.74,-2.24,9.92,🟢 Safe,-,-,,0.0,0.0,0,2866000000.0,0,40.71,,0,0,0,002177
sz002074,国轩高科,★人气/成交,2988000000.0,-2.32,4.31,-0.68,40.08,🟢 Safe,-,-,,0.0,0.0,0,1892000000.0000002,0,1.75,,0,0,0,002074
sh600862,中航高科,★人气/成交,2977000000.0,2.99,7.7,1.59,27.88,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,22.93,,0,0,0,600862
sz300010,豆神教育,★人气/成交/首板/[换手板],2971000000.0,14.64,21.19,3.89,8.85,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,22.07,,0,0,0,300010
sz002255,海陆重工,★人气/成交/🔥A大焚诀/爆量,2964000000.0,1.62,31.73,1.35,15.02,🟢 Safe,-,-,,0.0,0.0,0,2913000000.0,0,17.07,,0,0,0,002255
sh600703,三安光电,★人气/成交,2956000000.0,2.66,3.75,1.69,15.8,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,14.66,,0,0,0,600703
sh603881,数据港,★人气/成交,2944000000.0,3.63,11.58,3.02,35.73,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,18.27,,0,0,0,603881
sh600309,万华化学,★人气/成交,2939000000.0,-1.52,1.2,-0.03,78.14,🟢 Safe,-,-,,0.0,0.0,0,2644000000.0,0,1.86,,0,0,0,600309
sh603083,剑桥科技,★人气/成交,2935000000.0,-1.42,8.74,-0.95,121.92,🟢 Safe,-,-,,0.0,0.0,0,2580000000.0,0,-3.08,,0,0,0,603083
sz300003,乐普医疗,★人气/成交,2916000000.0,5.35,9.18,0.51,20.49,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,25.78,,0,0,0,300003
sh601127,赛力斯,★人气/成交,2916000000.0,-0.55,1.56,-0.55,124.03,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,4.13,,0,0,0,601127
sz001309,德明利,★人气/成交,2910000000.0,2.1,7.63,1.47,239.99,🟢 Safe,-,-,,0.0,0.0,0,2555000000.0,0,10.46,,0,0,0,001309
sh600759,洲际油气,★人气/成交,2909000000.0,2.56,19.53,-0.85,3.6,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,29.96,,0,0,0,600759
sz000555,神州信息,★人气/成交,2906000000.0,7.77,15.59,0.0,19.98,🟢 Safe,-,-,,0.0,0.0,0,2197000000.0,0,22.43,,0,0,0,000555
sz300773,拉卡拉,★人气/成交,2891000000.0,3.4,13.98,-1.08,28.6,🟢 Safe,-,-,,0.0,0.0,0,2541000000.0,0,20.37,,0,0,0,300773
sh600875,东方电气,★人气/成交,2876000000.0,-1.84,4.96,-0.27,25.6,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,1.99,,0,0,0,600875
sh600601,方正科技,★人气/成交,2870000000.0,-1.92,5.4,1.0,12.77,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,3.99,,0,0,0,600601
sh600760,中航沈飞,★人气/成交,2865000000.0,0.43,1.63,0.96,62.67,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,9.47,,0,0,0,600760
sh600577,精达股份,★人气/成交,2860000000.0,0.2,9.09,2.24,14.76,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,20.88,,0,0,0,600577
sz300063,天龙集团,🐉龙虎榜/💰机构/3日(7992万)/💰北向/3日(1.6亿)/💰方新侠/3日(8191万)/🏃机构/3日(7843万)/🏃北向/3日(2.0亿)/★人气/成交/2板/[一字]/AI,2860000000.0,20.0,37.53,9.31,13.02,🟢 Safe,-,-,,0.0,0.0,0,2759000000.0,0,59.56,,0,0,0,300063
sh600418,江淮汽车,★人气/成交,2851000000.0,-1.41,2.61,-0.93,49.82,🟢 Safe,-,-,,0.0,0.0,0,2542000000.0,0,1.01,,0,0,0,600418
sh600487,亨通光电,★人气/成交,2849000000.0,1.83,4.71,0.0,25.04,🟢 Safe,-,-,,0.0,0.0,0,1961000000.0,0,-1.8,,0,0,0,600487
sz000338,潍柴动力,★人气/成交,2838000000.0,2.73,3.02,1.8,18.84,🟢 Safe,-,-,,0.0,0.0,0,2289000000.0,0,8.84,,0,0,0,000338
sh603305,旭升集团,★人气/成交/2板/[一字],2830000000.0,10.0,11.74,10.0,21.01,🟢 Safe,-,-,,0.0,0.0,0,1379000000.0,0,36.61,,0,0,0,603305
sz000878,云南铜业,★人气/成交,2806000000.0,-0.05,6.35,2.16,22.17,🟢 Safe,-,-,,0.0,0.0,0,3476000000.0,0,21.08,,0,0,0,000878
sh600392,盛和资源,★人气/成交,2802000000.0,3.59,6.7,1.37,24.24,🟢 Safe,-,-,,0.0,0.0,0,2172000000.0,0,12.85,,0,0,0,600392
sh603228,景旺电子,★人气/成交,2798000000.0,-3.76,4.02,-1.08,72.0,🟢 Safe,-,-,,0.0,0.0,0,2389000000.0,0,-6.31,,0,0,0,603228
sz300002,神州泰岳,★人气/成交,2789000000.0,7.88,11.59,1.54,13.28,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,16.9,,0,0,0,300002
sz000158,常山北明,★人气/成交,2787000000.0,5.52,7.99,0.61,22.35,🟢 Safe,-,-,,0.0,0.0,0,1322000000.0,0,10.32,,0,0,0,000158
sz300133,华策影视,★人气/成交/首板/[换手板],2785000000.0,14.35,17.82,0.44,10.36,🟢 Safe,-,-,,0.0,0.0,0,1714999999.9999998,0,27.12,,0,0,0,300133
sz002340,格林美,★人气/成交,2753000000.0,0.57,6.17,1.82,8.82,🟢 Safe,-,-,,0.0,0.0,0,2910000000.0,0,10.94,,0,0,0,002340
sz000100,TCL科技,★人气/成交,2745000000.0,0.21,3.18,-0.42,4.77,🟢 Safe,-,-,,0.0,0.0,0,4058000000.0,0,6.71,,0,0,0,000100
sz002544,普天科技,★人气/成交,2743000000.0,6.46,9.95,5.76,40.87,🟢 Safe,-,-,,0.0,0.0,0,3821000000.0,0,25.75,,0,0,0,002544
sh600276,恒瑞医药,★人气/成交,2735000000.0,0.11,0.67,0.5,63.85,🟢 Safe,-,-,,0.0,0.0,0,2710000000.0,0,3.99,,0,0,0,600276
sz300627,华测导航,★人气/成交,2724000000.0,8.48,9.22,3.07,46.3,🟢 Safe,-,-,,0.0,0.0,0,2195000000.0,0,37.67,,0,0,0,300627
sz000657,中钨高新,★人气/成交,2722000000.0,-1.28,5.82,0.36,32.47,🟢 Safe,-,-,,0.0,0.0,0,2964000000.0,0,12.66,,0,0,0,000657
sz300446,航天智造,★人气/成交/航天,2703000000.0,7.08,23.98,0.49,30.69,🟢 Safe,-,-,,0.0,0.0,0,2765000000.0,0,16.43,,0,0,0,300446
sz300207,欣旺达,★人气/成交,2702000000.0,-0.74,6.34,-1.25,25.43,🟢 Safe,-,-,,0.0,0.0,0,1356000000.0,0,-13.88,,0,0,0,300207
sh603698,航天工程,★人气/成交/1板/[换手板]/航天,2700000000.0,10.0,10.64,-0.5,48.4,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,29.34,,0,0,0,603698
sh600855,航天长峰,★人气/成交/航天,2699000000.0,4.89,19.99,-1.14,29.39,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,50.8,,0,0,0,600855
sz300760,迈瑞医疗,★人气/成交,2681000000.0,2.14,1.07,0.53,208.03,🟢 Safe,-,-,,0.0,0.0,0,1827000000.0,0,3.28,,0,0,0,300760
sh600699,均胜电子,★人气/成交,2674000000.0,-2.92,6.44,-0.67,30.6,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,-0.1,,0,0,0,600699
sz002757,南兴股份,持仓/南兴股份/🐉龙虎榜/💰拉萨天团/3日(1.1亿)/💰中山东路/3日(6074万)/💰北向/3日(5473万)/💰机构/3日(2774万)/💰养家/3日(6074万)/🏃机构/3日(8228万)/🏃养家/3日(6057万)/🏃北向/3日(8716万)/🏃拉萨天团/3日(1.0亿)/🏃中山东路/3日(6057万)/★人气/成交/🔥A大焚诀,2661000000.0,8.0,36.0,3.56,27.0,🟢 Safe,-,-,,0.0,0.0,0,2988000000.0,0,67.91,,0,0,0,002757
sh600588,用友网络,★人气/成交/1板/[换手板]/AI,2653000000.0,10.03,4.95,2.54,16.02,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,22.85,,0,0,0,600588
sz300017,网宿科技,★人气/成交,2651000000.0,7.34,9.67,1.15,12.14,🟢 Safe,-,-,,0.0,0.0,0,1531000000.0,0,19.37,,0,0,0,300017
sz300007,汉威科技,★人气/成交,2651000000.0,4.76,15.28,1.21,62.1,🟢 Safe,-,-,,0.0,0.0,0,0.0,0,24.67,,0,0,0,300007
sz002354,天娱数科,★人气/成交/首板/[换手板],2650000000.0,9.93,20.86,3.67,8.08,🟢 Safe,-,-,,0.0,0.0,0,1387000000.0,0,29.49,,0,0,0,002354
