代码		    名称		涨幅		现价		当日成交额		主力净额		资金流向		主力资金流向[20260112]		净流入		换手		量比		流通市值		连续涨停天数		涨停原因类别		所属行业		所属概念		涨停开板次数		几天几板		10日涨幅		20日涨幅		竞价涨幅%		开盘涨幅		早盘竞价金额		尾盘竞价金额		首次涨停时间		最终涨停时间		
SZ300686	智动力		+3.14%		16.11		1.86亿		-14017899	549.18万	-845.95万	5491830		6.90%		1.41		27.34亿		--		--		消费电子	【虚拟现实;柔性屏(折叠屏);智能穿戴;石墨烯;富士康概念;华为概念;消费电子概念;小米概念;比亚迪概念;机器人概念;新能源汽车;OLED;固态电池;回购增持再贷款概念】	--		--		+6.90%		+12.19%		+0.00		+0.00%		2742872		2252178		--		--		
SZ300687	赛意信息	+11.76%		28.99		13.26亿		+99316597	2.17亿		1.24亿		217278048	14.55%		2.02		94.77亿		--		--		IT服务		【ChatGPT概念;多模态AI;华为盘古;财税数字化;ERP概念;AIGC概念;AI智能体;华为昇腾;华为欧拉;信创;鸿蒙概念;华为鲲鹏;DeepSeek概念;人工智能;华为概念;新型工业化;智能医疗;机器人概念;工业互联网;C2M概念;粤港澳大湾区;创投;PCB概念;宁德时代概念;融资融券;深股通】	--		--		+30.41%		+31.06%		+4.05		+4.05%		17991534	16150329	--		--		
SZ300688	创业黑马	+6.24%		33.39		8.49亿		+5846858	1.07亿		3897.04万	106671745	17.44%		1.88		49.54亿		--		--		教育		【智谱AI;Web3.0;ChatGPT概念;智慧政务;财税数字化;云计算;AIGC概念;虚拟数字人;AI智能体;阿里巴巴概念;抖音概念(字节概念);在线教育;区块链;数据要素;元宇宙;算力租赁;数字经济;知识产权保护;东数西算(算力);DeepSeek概念;人工智能;职业教育;独角兽概念;华为概念;创投;股权转让(并购重组);深股通】	--		--		+16.34%		+18.70%		+1.81		+1.81%		4659200		13476204	--		--		
SZ300689	澄天伟业	+0.06%		50.87		1.17亿		-620171		259.75万	667.63万	2597471		2.29%		0.90		51.47亿		--		--		通信设备	【消费电子概念;车联网(车路协同);粤港澳大湾区;专精特新;第三代半导体;芯片概念;人民币贬值受益;液冷服务器;深股通】	--		--		+13.25%		+16.67%		+0.22		+0.22%		728585		1042835		--		--		
SZ300690	双一科技	+0.23%		34.75		3.57亿		-15679586	--		-1893.93万	-33235443	9.31%		0.92		38.50亿		--		--		风电设备	【PEEK材料;碳纤维;飞行汽车(eVTOL);军工;风电;3D打印;低空经济;无人机;海工装备;新能源汽车;比亚迪概念;人形机器人;深股通;融资融券】	--		--		+9.28%		+8.70%		-0.87		-0.87%		2883643		4958825		--		--		
SZ300691	联合光电	+1.51%		18.10		1.11亿		-6748682	680.98万	128.11万	6809750		2.80%		1.16		39.95亿		--		--		计算机设备	【车联网(车路协同);安防;智慧城市;元宇宙;物联网;虚拟现实;人工智能;无人驾驶;机器视觉;MicroLED概念;智能座舱;华为概念;智能穿戴;毫米波雷达;无人机;汽车电子;智能物流;AI眼镜;机器人概念;消费电子概念;比亚迪概念;新能源汽车;深股通;融资融券】	--		--		+5.23%		+7.48%		+1.35		+1.35%		798694		1601850		--		--		
SZ300692	中赋科技	+9.41%		9.42		3.14亿		+17073389	3449.16万	2111.60万	34482239	8.38%		3.75		38.73亿		--		--		环境治理	【污水处理;PPP概念;新型城镇化;固废处理;绿色电力;合成生物;燃料电池;股权转让(并购重组)】	--		--		+13.09%		+5.96%		+1.74		+1.74%		937320		1817118		--		--		
SZ300693	盛弘股份	-1.01%		40.96		8.60亿		-82581406	--		-1.15亿		-151546720	7.89%		1.67		110.12亿	--		--		其他电源设备	【高压快充;宁德时代概念;虚拟电厂;锂电池概念;换电概念;储能;充电桩;数据中心;比亚迪概念;新能源汽车;专精特新;深股通;融资融券】	--		--		+1.61%		+7.56%		+0.85		+0.85%		3538704		7737344		--		--		
SZ300694	蠡湖股份	+0.73%		12.37		6228.93万	-318880		238.88万	177.00万	2388816		2.33%		1.09		26.85亿		--		--		汽车零部件	【燃料电池;国企改革;机器人概念;新能源汽车;人形机器人】	--		--		+0.49%		+1.98%		+0.73		+0.73%		335227		528199		--		--		
SZ300695	兆丰股份	-0.40%		92.45		1.51亿		-11924205	--		-1578.47万	-10615666	1.60%		0.99		94.54亿		--		--		汽车零部件	【人形机器人;机器人概念;长安汽车概念;工业互联网;比亚迪概念;新能源汽车;汽车电子;创投;充电桩;高压快充;深股通】	--		--		+0.96%		+0.98%		-0.02		-0.02%		389760		1885980		--		--		
SZ300696	爱乐达		+2.62%		32.93		7.02亿		-38453012	1395.52万	383.39万	13948770	8.11%		0.89		87.56亿		--		--		军工装备	【成飞概念;军民融合;航空发动机;大飞机;军工;无人机;低空经济;3D打印;创投;西部大开发;融资融券;深股通】	--		--		+14.86%		+21.29%		+1.84		+1.84%		4696116		10221472	--		--		
SZ300697	电工合金	+4.12%		18.43		4.81亿		+25316378	5873.62万	4776.64万	58736228	13.26%		1.48		37.13亿		--		--		工业金属	【金属铜;石墨烯;新能源汽车;氢能源;高铁;国企改革;深股通】	--		--		+10.82%		+10.49%		+0.40		+0.40%		3538007		4069344		--		--		
SZ300698	万马科技	+3.83%		46.66		5.17亿		+35340716	--		2014.55万	-2136279	9.52%		1.19		55.31亿		--		--		通信设备	【网约车;车联网(车路协同);百度概念;无人驾驶;云计算;算力租赁;智能物流;华为昇腾;数据要素;阿里巴巴概念;DeepSeek概念;人工智能;智能医疗;物联网;东数西算(算力);华为概念;卫星导航;数据中心;光纤概念;一带一路;英伟达概念;5G;比亚迪概念;液冷服务器;深股通】	--		--		+8.51%		+16.48%		-0.65		-0.65%		3362145		7437604		--		--		
SZ300699	光威复材	+8.68%		46.47		36.03亿		+240751260	--		333.91万	-186811620	9.67%		1.10		381.72亿	--		--		军工装备	【碳纤维;大飞机;PEEK材料;商业航天;军民融合;低空经济;军工;无人机;高铁;风电;光伏概念;氢能源;体育产业;消费电子概念;深股通;卫星导航;融资融券】	--		--		+44.50%		+50.93%		+3.60		+3.60%		46483990	34866441	--		--		
SZ300700	岱勒新材	-0.47%		12.80		1.51亿		+15442		--		-754.35万	-20704353	4.42%		1.15		34.64亿		--		--		通用设备	【第三代半导体;消费电子概念;专精特新;光伏概念;芯片概念;光刻胶;燃料电池;机器人概念;氢能源;融资融券】	--		--		+0.31%		+4.23%		+0.00		+0.00%		438526		1534720		--		--		
SZ300701	森霸传感	+1.68%		13.92		2.58亿		-9293707	702.31万	510.45万	7023064		7.52%		1.29		34.68亿		--		--		光学光电子	【机器视觉;安防;传感器;物联网;小米概念;智能家居;股权转让(并购重组)】	--		--		+2.96%		+7.08%		+0.07		+0.07%		1534400		2451312		--		--		
SZ300702	天宇股份	+1.30%		25.78		9525.72万	-4244209	141.50万	-43.88万	1414978		1.76%		1.20		54.44亿		--		--		化学制药	【医药电商;CRO概念;合成生物;人民币贬值受益;深股通】	--		--		+6.84%		+6.79%		+1.26		+1.26%		435513		935814		--		--		
SZ300703	创源股份	+5.57%		27.09		4.83亿		+6216688	2757.14万	1713.82万	27571421	10.76%		1.89		45.96亿		--		--		家居用品	【托育服务;宠物经济;三胎概念;IP经济(谷子经济);体育产业;跨境电商;共同富裕示范区;文化传媒概念;国企改革;一带一路;绿色电力;人工智能;人民币贬值受益;深股通】	--		--		+4.39%		+16.52%		+0.35		+0.35%		1027425		4163733		--		--		
SZ300705	九典制药	+0.00%		15.77		1.52亿		-31198485	481.55万	-1094.26万	4815517		2.63%		1.31		58.18亿		--		--		化学制药	【仿制药一致性评价;创新药;幽门螺杆菌概念;肝炎概念;流感;维生素;医药电商;CRO概念;回购增持再贷款概念;深股通】	--		--		+2.47%		+0.96%		+0.00		+0.00%		397404		1476072		--		--		
SZ300706	阿石创		+2.69%		38.88		3.65亿		+7338010	2341.86万	1190.44万	23418622	8.36%		1.01		44.19亿		--		--		半导体		【PET铜箔;钙钛矿电池;HJT电池;第三代半导体;OLED;存储芯片;芯片概念;消费电子概念;光伏概念;超导概念;福建自贸区;专精特新;小金属概念;海峡两岸;钒电池;深股通】	--		--		+5.54%		+8.15%		+0.00		+0.00%		624690		6073056		--		--		
SZ300707	威唐工业	+5.76%		17.81		3.35亿		+12810878	5560.38万	3359.45万	55603772	13.50%		1.24		25.52亿		--		--		汽车零部件	【储能;新能源汽车;新型工业化;锂电池概念;特斯拉概念】	--		--		+6.97%		+10.01%		+0.71		+0.71%		1517920		3688451		--		--		
SZ300708	聚灿光电	+4.00%		9.89		7.58亿		+16955747	9784.55万	6356.83万	97846422	10.92%		1.68		70.22亿		--		--		光学光电子	【MicroLED概念;MiniLED;芯片概念;第三代半导体;深股通】	--		--		+11.12%		+9.04%		+0.00		+0.00%		2438364		7392676		--		--		
SZ300709	精研科技	+0.64%		49.02		6.49亿		-40213920	--		-2545.80万	60121043	8.95%		1.20		73.18亿		--		--		消费电子	【液冷服务器;AI眼镜;消费电子概念;智能音箱;无线耳机;智能穿戴;柔性屏(折叠屏);比亚迪概念;特斯拉概念;机器人概念;减速器;深股通;融资融券】	--		--		+4.61%		+11.74%		+0.10		+0.10%		3369316		6352992		--		--		
SZ300710	万隆光电	+3.29%		34.50		4.50亿		-5918567	--		-2497.93万	-39960062	17.98%		1.27		25.73亿		--		--		通信设备	【电子竞技;手机游戏;拼多多概念;水利;创投;阿里巴巴概念;物联网;无人驾驶;光纤概念;毫米波雷达;5G;WiFi 6;芯片概念;股权转让(并购重组)】	--		--		+10.33%		+20.93%		+0.00		+0.00%		3169660		7138050		--		--		
SZ300711	广哈通信	+19.99%		29.29		7.21亿		+125440509	6765.20万	1.04亿		67652034	10.58%		3.29		72.76亿		--		AI智能体+卫星导航+国企改革	通信设备	【军工信息化;军民融合;卫星导航;低空经济;军工;华为鲲鹏;国企改革;人脸识别;数据要素;信创;6G概念;人工智能;粤港澳大湾区;AI智能体;工业互联网;语音技术;高铁;多模态AI;核电;储能;5G;智能电网;抽水蓄能;深股通】	--		--		+28.41%		+33.02%		-0.04		-0.04%		5255760		574084		10:34:24	10:34:24	
SZ300712	永福股份	+1.45%		27.98		1.48亿		-7937206	638.07万	211.53万	6380656		2.85%		1.24		52.25亿		--		--		建筑装饰	【福建自贸区;海峡两岸;特高压;智能电网;柔性直流输电;虚拟电厂;充电桩;抽水蓄能;绿色电力;光伏概念;储能;电力物联网;核电;风电;宁德时代概念;一带一路;创投;数据中心;工业互联网;DeepSeek概念;区块链;网络安全;融资融券;深股通】	--		--		-0.71%		-5.25%		+0.04		+0.04%		904952		772248		--		--		
SZ300713	英可瑞		+2.11%		18.35		8165.24万	+526150		568.44万	313.13万	5684395		5.06%		1.32		16.35亿		--		--		其他电源设备	【高压快充;换电概念;充电桩;智能电网;柔性直流输电;储能;光伏概念;智慧灯杆;数据中心;锂电池概念;新能源汽车;比亚迪概念;粤港澳大湾区;军工;特斯拉概念;PCB概念】	--		--		+3.61%		+10.54%		+0.33		+0.33%		508446		658765		--		--		
SZ300715	凯伦股份	+2.72%		11.72		8817.23万	-759053		1689.87万	555.56万	16898746	2.25%		1.17		39.16亿		--		--		建筑材料	【光伏建筑一体化;专精特新;长三角一体化;光伏概念;芯片概念】	--		--		+10.88%		+14.23%		+0.61		+0.61%		10332		2036936		--		--		
SZ300716	ST泉为		+0.00%		11.83		2866.23万	+2204768	--		-12.19万	-2747486	1.51%		0.53		18.93亿		--		--		光伏设备	【HJT电池;可降解塑料;TOPCON电池;碳中和;华为汽车;长安汽车概念;ST板块;光伏概念;新能源汽车;钙钛矿电池;智能音箱;军民融合;储能】	--		--		+17.83%		+14.63%		+0.59		+0.59%		341530		270907		--		--		
SZ300717	华信新材	+2.10%		19.92		3312.83万	-996763		344.84万	-35.62万	3448430		1.64%		0.94		20.29亿		--		--		塑料制品	【可降解塑料;参股银行;回购增持再贷款概念;专精特新;ETC;煤化工概念;电子身份证】	--		--		+3.43%		+7.21%		+1.03		+1.03%		800226		561744		--		--		
SZ300718	长盛轴承	+2.17%		86.11		10.75亿		-29374454	1.61亿		7128.76万	160494894	6.50%		1.49		166.92亿	--		--		通用设备	【人形机器人;汽车热管理;特斯拉概念;机器人概念;专精特新;长三角一体化;核电;风电;融资融券;深股通】	--		--		+2.09%		+7.30%		+0.84		+0.84%		2762175		10927359	--		--		
SZ300719	安达维尔	+4.23%		19.21		4.15亿		+7960056	2849.40万	936.49万	28494048	12.23%		1.60		34.51亿		--		--		军工装备	【成飞概念;军民融合;军工信息化;大飞机;商业航天;军工;碳纤维;低空经济;无人机;京津冀一体化;高端装备;飞行汽车(eVTOL);信创;专精特新;虚拟现实】	--		--		+8.41%		+14.96%		+0.76		+0.76%		3491160		3396328		--		--		
SZ300720	海川智能	-9.66%		32.63		7.10亿		-46842118	--		-1.07亿		-180635289	11.99%		1.72		56.99亿		--		--		通用设备	【机器人概念;股权转让(并购重组)】	--		--		+5.16%		+0.09%		+0.75		+0.75%		1852251		4401787		--		--		
SZ300721	怡达股份	+1.49%		13.64		6220.86万	+7031207	--		124.41万	-1363942	3.31%		0.87		18.87亿		--		--		化学制品	【染料;环氧丙烷;光刻胶;锂电池概念;OLED;新能源汽车】	--		--		+4.20%		+5.49%		+0.07		+0.07%		468060		570152		--		--		
SZ300722	新余国科	+5.28%		39.48		9.99亿		+59000186	--		1890.05万	-18024012	9.29%		1.74		109.26亿	--		--		军工装备	【军民融合;大飞机;商业航天;军工;无人机;低空经济;海工装备;民爆概念;智慧城市;数字经济;人工智能;国企改革;深股通;融资融券】	--		--		+13.45%		+17.61%		+1.33		+1.33%		4301600		7973420		--		--		
SZ300723	一品红		+0.27%		37.46		5.16亿		-12957513	--		-1578.53万	-40868932	3.34%		1.12		156.46亿	--		--		化学制药	【重组蛋白;减肥药;创新药;生物疫苗;仿制药一致性评价;肝炎概念;猴痘概念;流感;医药电商;智能医疗;DeepSeek概念;英伟达概念;粤港澳大湾区;三胎概念;融资融券;深股通】	--		--		+5.02%		-21.70%		-0.72		-0.72%		4721557		6038552		--		--		
SZ300724	捷佳伟创	+12.77%		116.55		52.65亿		+89922490	4.63亿		3.90亿		463275400	15.91%		1.97		335.33亿	--		--		光伏设备	【BC电池;钙钛矿电池;HJT电池;TOPCON电池;PET铜箔;第三代半导体;硅能源;锂电池概念;光伏概念;芯片概念;粤港澳大湾区;融资融券;深股通】	--		--		+25.99%		+26.89%		+0.67		+0.67%		61609783	42948675	--		--		
SZ300725	药石科技	+5.01%		45.52		13.37亿		-57742239	1.11亿		5457.08万	110573537	14.50%		2.91		92.28亿		--		--		医疗服务	【CRO概念;创新药;智能医疗;人民币贬值受益;合成生物;人工智能;深股通;融资融券】	--		--		+15.77%		+18.82%		+3.88		+3.88%		14603229	11698230	--		--		
SZ300726	宏达电子	-0.09%		54.60		13.34亿		-31667105	--		-5396.54万	-107253396	11.48%		1.16		117.08亿	--		--		军工电子	【超级电容;华为海思概念股;芯片概念;5G;华为概念;传感器;军工;海工装备;大飞机;深股通;融资融券】	--		--		-2.26%		+31.53%		-1.19		-1.19%		10702800	8489208		--		--		
SZ300727	润禾材料	+1.35%		37.45		2.03亿		-6501107	--		-214.10万	-1204946	3.36%		1.24		60.62亿		--		--		化学制品	【有机硅概念;液冷服务器;硅能源;东数西算(算力);染料;医美概念;深股通】	--		--		+3.68%		+14.46%		-0.30		-0.30%		943104		1891225		--		--		
SZ300729	乐歌股份	+0.07%		14.40		9007.14万	-8571278	--		-390.98万	-5592118	1.98%		1.47		45.86亿		--		--		家居用品	【三胎概念;跨境电商;人工智能;抖音概念(字节概念);智能物流;智能家居;人民币贬值受益;航运概念;机器人概念;深股通】	--		--		+3.15%		+5.03%		-0.35		-0.35%		2016204		1157760		--		--		
SZ300730	科创信息	+5.08%		14.89		2.83亿		-405517		1148.91万	390.89万	11487598	10.03%		1.59		28.79亿		--		--		软件开发	【电子身份证;军工;数字孪生;数字乡村;智慧城市;智慧政务;食品安全;数据要素;DRG/DIP;网络安全;互联网金融;数字经济;华为鲲鹏;信创;数据安全;财税数字化;物联网;数据中心;家庭医生;区块链;华为概念;人工智能;工业互联网;东数西算(算力);云办公;百度概念;智能医疗;机器视觉;芯片概念】	--		--		+10.87%		+18.65%		+0.00		+0.00%		2124083		3942872		--		--		
SZ300731	科创新源	-1.79%		54.43		4.79亿		-47179667	--		-4040.26万	-71967605	7.35%		0.75		65.41亿		--		--		橡胶制品	【液冷服务器;富士康概念;宁德时代概念;5G;数据中心;汽车热管理;比亚迪概念;第三代半导体;新能源汽车;储能;小米汽车;华为概念;家用电器;粤港澳大湾区;海峡两岸;创投;深股通】	--		--		-8.40%		+15.78%		-0.32		-0.32%		1856064		5796795		--		--		
SZ300732	设研院		+0.90%		7.84		6173.50万	+2934463	468.81万	278.27万	4688109		2.14%		1.04		29.02亿		--		--		建筑装饰	【房屋检测;新型城镇化;雄安新区;装配式建筑;地下管网;碳中和;污水处理;水利;碳交易;新疆振兴;光伏建筑一体化;净水概念;数字孪生;智慧城市;一带一路;时空大数据;数据要素;雅下水电概念;DeepSeek概念;人工智能;低空经济;车联网(车路协同);军工;华为概念;数据中心】	--		--		+3.29%		+3.70%		+0.26		+0.26%		461168		542700		--		--		
SZ300733	西菱动力	+4.07%		20.70		5.11亿		-10330957	--		-1011.17万	-20784837	11.28%		2.31		46.68亿		--		--		汽车零部件	【成飞概念;航空发动机;大飞机;商业航天;军民融合;无人机;军工;机器人概念;长安汽车概念;新能源汽车;比亚迪概念;小米概念;氢能源;西部大开发;深股通】	--		--		+7.14%		+16.10%		-0.45		-0.45%		2728440		8662950		--		--		
SZ300735	光弘科技	+4.86%		26.95		5.95亿		+45078624	--		594.53万	-4712244	2.97%		1.92		204.12亿	--		--		消费电子	【智能穿戴;EDR概念;东数西算(算力);华为手机;毫米波雷达;智能座舱;车联网(车路协同);安防;物联网;华为概念;小米概念;传感器;移动支付;消费电子概念;汽车电子;5G;机器人概念;无人驾驶;卫星导航;低空经济;工业互联网;智能家居;粤港澳大湾区;小米汽车;新能源汽车;华为汽车;充电桩;储能;宠物经济;一带一路;光伏概念;深股通;股权转让(并购重组);融资融券】	--		--		+7.33%		+9.96%		+0.39		+0.39%		1772460		8950095		--		--		
SZ300736	百邦科技	-2.22%		17.16		1.84亿		-7314407	--		-239.95万	-13964048	8.52%		0.82		21.46亿		--		--		其他电子	【区块链;华为概念;苹果概念】	--		--		+9.37%		-18.29%		+0.51		+0.51%		665028		7071636		--		--		
SZ300737	科顺股份	+1.42%		5.71		1.79亿		-2454282	2084.20万	1447.72万	20975764	3.57%		0.99		50.64亿		--		--		建筑材料	【新型城镇化;光伏建筑一体化;水利;商业航天;海峡两岸;融资融券;深股通】	--		--		+5.35%		+10.02%		+0.00		+0.00%		923320		2723099		--		--		
